Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Parent,Parent summary,Status Category
EC63 -  Verify Customer Address - Special characters are not allowed,NNB-81,10080,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:19 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when special characters are entered in the ""Address"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,"-The system should prevent the entry of special characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Address"" field, indicating that special characters are not allowed.",,,,,0|i000hr:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Enter an address with special characters in the ""Address"" field.",Skip,,,,10007,Edit Customer,To Do
EC62 -  Address - First character can not have space,NNB-80,10079,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:19 PM,18/Sep/23 9:40 PM,22/Sep/23 9:49 AM,,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""Address"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Address"" field, indicating that the first character cannot be a space. ",,,,,0|i000hj:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Enter an address with a space as the first character in the ""Address"" field.",Skip,,,,10007,Edit Customer,To Do
EC61 -  Verify  Customer Address - Address Field must not be blank,NNB-79,10078,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:19 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when the ""Address"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,"The system should prevent the submission of the form when the ""Address"" field is left blank and should display an error message indicating that the ""Address"" must not be blank.",,,,,0|i000hb:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Leave the ""Address"" field blank.",Skip,,,,10007,Edit Customer,To Do
ECF60.1 -  Verify  Customer Id - First character can not have space,NNB-78,10077,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:19 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""Customer Id"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 10:06 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-030654.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10013,,,-The system can't prevent the entry of a space as the first character and  allow the form to proceed with the incorrect data.,,,,,,,,,,,NNB-8,Edit Customer,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Customer Id"" field, indicating that the first character cannot be a space. The error message should be clear and informative.",,,,,0|i000h3:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"-Enter a Customer Id with a space as the first character into the ""Customer Id"" field.
-Submit the form.",Fail,,,,10007,Edit Customer,To Do
ECF60 - Verify   Customer Id - Characters are not allowed,NNB-77,10076,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:19 PM,18/Sep/23 1:19 PM,26/Sep/23 8:22 AM,14/Sep/23 6:04 PM,,0,Verify that the “Customer Id” field does not allow character inputs.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 9:59 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-025948.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10012,,,"-An error message should be displayed near the ""Customer Id"" field, indicating that characters are not allowed. ",,,,,,,,,,,NNB-8,Edit Customer,,,"-The system should immediately detect the presence of  characters in the Account Number during the edit process.
-An error message should be displayed indicating that characters are not allowed in the Account Number when editing an account.",,,,,0|i000gv:,,NNB Sprint 2,,,,,,,,,,Unit,"-Enter a string containing characters (for example, “abc”).
-Submit.",Pass,,,,10007,Edit Customer,Done
ECF59 - Verify  Customer Id - Special character are not allowed,NNB-76,10075,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:12 PM,18/Sep/23 1:20 PM,26/Sep/23 8:22 AM,14/Sep/23 6:04 PM,,0,Verify that the system correctly enforces the rule that special characters are not allowed in the Customer ID field when editing customer information.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 9:56 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-025622.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10011,,,-The system should immediately detect the presence of special characters in the Account Number during the edit process.,,,,,,,,,,,NNB-8,Edit Customer,,,"-The system should immediately detect the presence of special characters in the Account Number during the edit process.
-An error message should be displayed indicating that special characters are not allowed in the Account Number when editing an account.",,,,,0|i000gn:,,NNB Sprint 2,,,,,,,,,,Unit,"-Attempt to edit the Customer ID by entering a Customer ID containing one or more special characters (e.g., !, @, #, $, %, ^, etc.).
-Submit the form.",Pass,,,,10007,Edit Customer,Done
ECF58  - Verify  Customer Id - Customer ID is required,NNB-75,10074,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:12 PM,18/Sep/23 1:20 PM,26/Sep/23 8:22 AM,14/Sep/23 6:04 PM,,0,Verify that the system correctly enforces the requirement for a Customer ID in the Edit Customer form.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 9:52 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-025206.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10010,,,The system immediately detect the absence of a Customer ID in the Edit Customer form.,,,,,,,,,,,NNB-8,Edit Customer,,,"-The system should immediately detect the absence of a Customer ID in the Edit Customer form.
-An error message should be displayed indicating that a Customer ID is required to proceed with the edit.",,,,,0|i000gf:,,NNB Sprint 2,,,,,,,,,,Unit,"-Attempt to submit the form without providing a Customer ID.
-Submit the form.",Pass,,,,10007,Edit Customer,Done
EA57 - Verify Customer Account - Characters are not allowed,NNB-74,10073,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:11 PM,18/Sep/23 1:21 PM,26/Sep/23 8:22 AM,14/Sep/23 6:04 PM,,0,Verify that the system enforces the rule that characters are not allowed in the Account Number when editing an account.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 9:48 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-024820.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10009,,,The system  immediately detect the presence of characters in the Account Number during the edit process.,,,,,,,,,,,NNB-10,Edit Account,,,"-The system should immediately detect the presence of characters in the Account Number during the edit process.
-An error message should be displayed indicating that characters are not allowed in the Account Number when editing an account.",,,,,0|i000g7:,,NNB Sprint 2,,,,,,,,,,Unit,"-Attempt to edit the account by entering an Account Number containing characters (e.g., letters, symbols, etc.).
-Submit the edit request.",Pass,,,,10009,Edit Account,Done
EA56 - Verify Customer Account - Special character are not allowed,NNB-73,10072,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:11 PM,18/Sep/23 1:22 PM,26/Sep/23 8:22 AM,14/Sep/23 6:04 PM,,0,Verify that the system enforces the rule that special characters are not allowed in the Account Number when editing an account.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 9:45 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-024510.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10008,,,The system immediately detect the presence of special characters in the Account Number during the edit process.,,,,,,,,,,,NNB-10,Edit Account,,,"-The system should immediately detect the presence of special characters in the Account Number during the edit process.
-An error message should be displayed indicating that special characters are not allowed in the Account Number when editing an account.",,,,,0|i000fz:,,NNB Sprint 2,,,,,,,,,,Unit,"-Attempt to edit the account by entering an Account Number containing one or more special characters (e.g., !, @, #, $, %, ^, etc.).
-Submit the edit request.",Pass,,,,10009,Edit Account,Done
EA55 - Verify Customer Account - Account No must not be blank,NNB-72,10071,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:11 PM,18/Sep/23 1:22 PM,26/Sep/23 8:22 AM,14/Sep/23 6:04 PM,,0,Verify that the system correctly enforces the rule that the Account No must not be left blank when editing an account.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,12/Sep/23 10:22 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230912-152242.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10006,,,The system  display an error message saying “Account No must not be blank”,,,,,,,,,,,NNB-10,Edit Account,,,"The system should display an error message saying “Account No must not be blank”
The account information should not be saved",,,,,0|i000fr:,,NNB Sprint 2,,,,,,,,,,Unit,"Navigate to the Edit Account page
Leave the Account No field blank
Click on the Save button",Pass,,,,10009,Edit Account,Done
D54 - Verify Customer Deposit - Description must not be blank,NNB-71,10070,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:10 PM,18/Sep/23 9:48 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when the ""Description"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-13,Deposit,,,"The system should prevent the submission of the form when the ""Description"" field is left blank and should display an error message indicating that the ""Description"" must not be blank.",,,,,0|i000fj:,,,,,,,,,,,,Unit,"Leave the ""Description"" field blank.",,,,,10012,Deposit,To Do
D53  - Verify Customer Deposit - Characters are not allowed,NNB-70,10069,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:10 PM,18/Sep/23 9:49 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer form correctly validates and displays an error message when a Customer Id containing characters is entered.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-13,Deposit,,,"The system should prevent the entry of characters and should not allow the form to proceed with the incorrect data.
An error message should be displayed near the ""Customer Id"" field, indicating that characters are not allowed. ",,,,,0|i000fb:,,,,,,,,,,,,Unit,"Enter a Customer Id with characters into the ""Customer Id"" field.",,,,,10012,Deposit,To Do
D52  - Verify Customer Deposit - Special characters are not allowed,NNB-69,10068,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:10 PM,18/Sep/23 9:49 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer form correctly validates and displays an error message when a Customer Id containing special characters is entered.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-13,Deposit,,,"An error message should be displayed near the ""Customer Id"" field, indicating that characters are not allowed.",,,,,0|i000f3:,,,,,,,,,,,,Unit,"Enter a Customer Id with special characters into the ""Customer Id"" field.",,,,,10012,Deposit,To Do
D51 -  Verify Customer Deposit - Amount field must not be blank,NNB-68,10067,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:09 PM,18/Sep/23 9:49 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when the ""Amount"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-13,Deposit,,,"The system should prevent the submission of the form when the ""Amount"" field is left blank and should display an error message indicating that the ""Amount"" must not be blank.",,,,,0|i000ev:,,,,,,,,,,,,Unit,"Leave the ""Amount"" field blank.",,,,,10012,Deposit,To Do
D50 - Verify Customer Deposit - Characters are not allowed,NNB-67,10066,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:09 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer form correctly validates and displays an error message when a Customer Id containing characters is entered.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-13,Deposit,,,"An error message should be displayed near the ""Customer Id"" field, indicating that characters are not allowed. The error message should be clear and informative.",,,,,0|i000en:,,,,,,,,,,,,Unit,"Enter a Customer Id with characters into the ""Customer Id"" field.",,,,,10012,Deposit,To Do
D49 - Verify Customer Deposit - Special character are not allowed,NNB-66,10065,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:08 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,,,0,Verify that the system enforces the rule that special characters are not allowed in the Account Number when editing an account.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-13,Deposit,,,"-The system should immediately detect the presence of special characters in the Account Number during the process.
-An error message should be displayed indicating that special characters are not allowed in the Account Number .",,,,,0|i000ef:,,,,,,,,,,,,Unit,"-Attempt to entering an Account Number containing one or more special characters (e.g., !, @, #, $, %, ^, etc.).",,,,,10012,Deposit,To Do
D48 - Verify Customer Deposit - Account No must not be blank,NNB-65,10064,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:08 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when the ""Account No"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-13,Deposit,,,"The system should prevent the submission of the form when the ""Account No"" field is left blank and should display an error message indicating that the ""Account No"" must not be blank.",,,,,0|i000e7:,,NNB Sprint 1,NNB Sprint 2,NNB Sprint 3,,,,,,,,Unit,"Leave the ""Account No"" field blank.",,,,,10012,Deposit,To Do
DC47.1 - Verify Customer Id - First character cannot have space,NNB-64,10063,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:08 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,16/Sep/23 1:09 PM,,0,Verify that the system correctly enforces the rule that the first character of a Customer ID cannot have a space when attempting to delete a customer.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 1:03 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230916-060323.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10075,,,The system detect the presence of a space as the first character in the Customer ID input during deletion.,,,,,,,,,,,NNB-12,Delete Customer,,,"The system should immediately detect the presence of a space as the first character in the Customer ID input during deletion.
An error message should be displayed indicating that the first character of the Customer ID cannot be a space.
The error message should be clear and informative, instructing the user to enter a valid Customer ID where the first character is not a space.",,,,,0|i000dz:,,NNB Sprint 2,,,,,,,,,,Unit,"Attempt to delete a customer by entering a Customer ID where the first character is a space, followed by valid digits.
Submit the deletion request.",Pass,,,,10011,Delete Customer,Done
DC47 - Verify Customer Id - Characters are not allowed,NNB-63,10062,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:08 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,14/Sep/23 6:13 PM,,0,Verify that the system correctly enforces the rule that characters are not allowed in the Customer ID when attempting to delete a customer.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,12/Sep/23 10:08 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230912-150822.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10004,,,The system immediately detect the presence of characters in the Customer ID input during deletion.,,,,,,,,,,,NNB-12,Delete Customer,,,"The system should immediately detect the presence of characters in the Customer ID input during deletion.
An error message should be displayed indicating that characters are not allowed in the Customer ID field during deletion.
The error message should be clear and informative, instructing the user to enter a valid Customer ID consisting of digits only.",,,,,0|i000dr:,,NNB Sprint 1,,,,,,,,,,Unit,"Attempt to delete a customer by entering a Customer ID containing one or more characters (e.g., letters, symbols, etc.).
Submit the deletion request.",Pass,,,,10011,Delete Customer,Done
DC46 - Verify Customer  Id - Special character are not allowed,NNB-62,10061,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:07 PM,16/Sep/23 1:02 PM,26/Sep/23 8:22 AM,14/Sep/23 6:13 PM,,0,Verify that the system correctly enforces the rule that special characters are not allowed in the Customer ID field.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,12/Sep/23 10:04 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;376387130_317445247495369_4238168110789991055_n.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10002,,,The system immediately detect the presence of special characters in the Customer ID input.,,,,,,,,,,,NNB-12,Delete Customer,,,"The system should immediately detect the presence of special characters in the Customer ID input.
An error message should be displayed indicating that special characters are not allowed in the Customer ID field.",,,,,0|i000dj:,,NNB Sprint 1,,,,,,,,,,Unit,"Navigate to the section or page where the Customer ID input field is present.
Attempt to input a Customer ID containing one or more special characters (e.g., !, @, #, $, %, ^, etc.).
Submit the input.",Pass,,,,10011,Delete Customer,Done
DC45 - Verify Customer Id - Customer ID is required,NNB-61,10060,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:07 PM,18/Sep/23 9:50 PM,26/Sep/23 8:22 AM,14/Sep/23 6:13 PM,,0,Verify that a customer can be successfully deleted by providing a valid Customer ID.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,14/Sep/23 6:20 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230914-112030.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10073,,,The system detect the missing Customer ID and display an error message indicating that a Customer ID is required for the action.,,,,,,,,,,,NNB-12,Delete Customer,,,"       The system should detect the missing Customer ID and display an error message indicating that a Customer ID is required for the action.
    
    The system should prevent the action from proceeding until a valid Customer ID is provided.
    ",,,,,0|i000db:,,NNB Sprint 1,,,,,,,,,,Unit,"   
    Navigate to the section or page where the action requiring a Customer ID is performed.
    Attempt to perform the action without providing a Customer ID.
    ",Pass,,,,10011,Delete Customer,Done
