Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Parent,Parent summary,Status Category
NC9 - Verify Customer Address - First character can not have space,NNB-24,10023,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:24 AM,16/Sep/23 2:07 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""Address"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 2:05 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230916-070510.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10084,,,-The system prevent the entry of a space as the first character and  allow the form to proceed with the correct data.,,,,,,,,,,,NNB-6,New Customer,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
An error message should be displayed near the ""Address"" field, indicating that the first character cannot be a space.",,,,,0|i00053:,,NNB Sprint 2,,,,,,,,,,Unit,"Enter a Address with a space as the first character in the ""Address"" field.",Pass,,,,10005,New Customer,Done
NC8 - Verify Customer Address - Address Field must not be blank,NNB-23,10022,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:23 AM,18/Sep/23 9:54 PM,26/Sep/23 8:22 AM,,,0,Address field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 2:02 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230916-070244.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10083,,,The application did not display the expected error message for the blank Address field and instead proceed to the next step.,,,,,,,,,,,NNB-6,New Customer,,,"An error message should be displayed, indicating that the Address field is required.",,,,,0|i0004v:,,NNB Sprint 2,,,,,,,,,,Integration,"1. Open the application.
2. Navigate to the Address section.
3. Attempt to submit the form with the Address field blank.",Pass,,,,10005,New Customer,Done
NC7  - Verify Customer Name – First character cannot have space,NNB-22,10021,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:23 AM,18/Sep/23 9:54 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""Customer Name"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 1:59 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230916-065913.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10082,,,The system prevent the entry of a space as the first character and  allow the form to proceed with the correct data.,,,,,,,,,,,NNB-6,New Customer,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
- An error message should be displayed near the ""Customer Name"" field, indicating that the first character cannot be a space.",,,,,0|i0004n:,,NNB Sprint 2,,,,,,,,,,Unit,"Enter a Customer Name with a space as the first character in the ""Customer Name"" field.",Pass,,,,10005,New Customer,Done
NC6 - Verify Customer Name -  Customer name must not be blank,NNB-21,10020,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:22 AM,18/Sep/23 9:53 PM,26/Sep/23 8:22 AM,14/Sep/23 5:59 PM,,0,"Verify that the customer form correctly validates and displays an error message when the ""Customer Name"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 1:50 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-065019.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10031,,,"-The system display an error message indicating that the ""Customer Name"" must not be blank.",,,,,,,,,,,NNB-6,New Customer,,,"The system should prevent the submission of the form when the ""Customer Name"" field is left blank and should display an error message indicating that the ""Customer Name"" must not be blank.",,,,,0|i0004f:,,NNB Sprint 1,,,,,,,,,,Unit," Leave the ""Customer Name"" field blank.",Pass,,,,10005,New Customer,Done
NC5 - Verify Customer Name – Special characters are not allowed,NNB-20,10019,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:22 AM,18/Sep/23 9:53 PM,26/Sep/23 8:22 AM,14/Sep/23 5:59 PM,,0,"Verify that the customer form correctly validates and displays an error message when special characters are entered in the ""Customer Name"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 1:47 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-064745.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10029,,,"-An error message displayed near the ""Customer Name"" field, indicating that special characters are not allowed.",,,,,,,,,,,NNB-6,New Customer,,,"-The system should prevent the entry of special characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Customer Name"" field, indicating that special characters are not allowed.",,,,,0|i00047:,,NNB Sprint 1,,,,,,,,,,Unit,"Enter a Customer Name with special characters into the ""Customer Name"" field.",Pass,,,,10005,New Customer,Done
NC4 - Verify Customer Name - Numbers are not allowed,NNB-19,10018,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:16 AM,18/Sep/23 9:53 PM,26/Sep/23 8:22 AM,14/Sep/23 5:57 PM,,0,"Verify that the customer form correctly validates and displays an error message when numbers are entered in the ""Customer Name"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 1:41 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-064135.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10026,,,"-An error message displayed near the ""Customer Name"" field, indicating that numbers are not allowed.",,,,,,,,,,,NNB-6,New Customer,,,"-The system should prevent the entry of numbers and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Customer Name"" field, indicating that numbers are not allowed.",,,,,0|i0003z:,,NNB Sprint 1,,,,,,,,,,Unit,"Enter a Customer Name with numbers into the ""Customer Name"" field.",Pass,,,,10005,New Customer,Done
NC3.1 - Verify Customer ID - First character cannot have space,NNB-18,10017,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:11 AM,18/Sep/23 9:53 PM,26/Sep/23 8:22 AM,,,0,This test case is designed to ensure that the system correctly validates and handles the scenario when a Customer ID is being created with a space as the first character.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 1:46 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230916-064605.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10081,,,-The system  detect the leading space in the Customer ID.,,,,,,,,,,,NNB-6,New Customer,,,"    -The system should detect the leading space in the Customer ID.
    -An error message should be displayed, indicating that the first character of the Customer ID cannot be a space.
    -The customer account should not be created.",,,,,0|i0003r:,,,,,,,,,,,,Unit,"    1.In the customer account creation form, enter a Customer ID that starts with a space (e.g., "" Thanh123"").
    2.Fill in the other required customer information.
    3.Click the ""Create Account"" or ""Save"" button.",Pass,,,,10005,New Customer,Done
NA3 - Verify Customer ID - Characters are not allowed,NNB-17,10016,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:08 AM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when characters are entered in the ""Customer Id"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,16/Sep/23 1:43 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230916-064258.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10080,,,"-An error message are displayed near the ""Customer Id"" field, indicating that characters are not allowed. ",,,,,,,,,,,NNB-9,New Account,,,"-The system should prevent the entry of characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Customer Id"" field, indicating that characters are not allowed. ",,,,,0|i0003j:,,NNB Sprint 2,,,,,,,,,,Unit,"Enter a Customer Id with characters into the ""Customer Id"" field.",Pass,,,,10008,New Account,Done
NA2 - Verify Customer ID - Special character are not allowed,NNB-16,10015,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:07 AM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,16/Sep/23 1:42 PM,,0,No special character should be put into Customer Id field.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,13/Sep/23 1:32 PM;712020:a525ba0a-cc25-4cd7-823e-450f677f1e54;image-20230913-063203.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10022,,,"When customer puts special characters into the Customer ID field, it does not show error ""Special characters are not allowed""",,,,,,,,,,,NNB-9,New Account,,,The system should show an error when special characters are put into Customer Id field and the record should not be created.,,,,,0|i0003b:,,NNB Sprint 1,,,,,,,,,,Unit,"1. Enter Customer Id without using special characters.
2. Click ""create"".
3. Verify Customer Id field is valid and proceed to next field/step.",Pass,,,,10008,New Account,Done
NA1 - Verify Customer ID - Customer ID is required,NNB-15,10014,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,phuochvtse160419,712020:a525ba0a-cc25-4cd7-823e-450f677f1e54,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 11:00 AM,18/Sep/23 9:52 PM,26/Sep/23 8:22 AM,14/Sep/23 10:17 AM,,0,This test case is designed to ensure that the system properly validates and handles the scenario when a Customer ID is missing or not provided during a customer-related operation.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,12/Sep/23 9:37 PM;712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f;Untitled.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10000,,, Customer ID is required does show up,,,,,,,,,,,NNB-9,New Account,,,"    1.The system should display an error message indicating that the   Customer ID is required.
    2.The customer record should not be created.",,,,,0|i00033:,,NNB Sprint 1,,,,,,,,,,Unit,"   1.Click on the ""Create Customer"" button.
   2.Fill in the customer details, excluding the Customer ID field.
   3.Click the ""Save"" or ""Create"" button.   ",Pass,,,,10008,New Account,Done
Withdrawal,NNB-14,10013,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:35 AM,16/Sep/23 8:32 PM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Withdrawal,To Do,,,purple,,,0|i0002v:,,,,,,,,,,,,,,,,,,,,To Do
Deposit,NNB-13,10012,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:35 AM,18/Sep/23 9:49 PM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Deposit,To Do,,,purple,,,0|i0002n:,,,,,,,,,,,,,,,,,,,,To Do
Delete Customer,NNB-12,10011,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:34 AM,21/Sep/23 12:53 PM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Delete Customer,To Do,,,purple,,,0|i0002f:,,,,,,,,,,,,,,,,,,,,To Do
Delete Account,NNB-11,10010,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:34 AM,18/Sep/23 1:22 PM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Delete Account,To Do,,,purple,,,0|i00027:,,,,,,,,,,,,,,,,,,,,To Do
Edit Account,NNB-10,10009,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:34 AM,18/Sep/23 1:22 PM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Edit Account,To Do,,,purple,,,0|i0001z:,,,,,,,,,,,,,,,,,,,,To Do
New Account,NNB-9,10008,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:34 AM,16/Sep/23 1:45 PM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,New Account,To Do,,,purple,,,0|i0001r:,,,,,,,,,,,,,,,,,,,,To Do
Edit Customer,NNB-8,10007,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:34 AM,22/Sep/23 9:37 AM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Edit Customer,To Do,,,purple,,,0|i0001j:,,,,,,,,,,,,,,,,,,,,To Do
New Customer,NNB-6,10005,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:34 AM,22/Sep/23 9:52 AM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,New Customer,To Do,,,purple,,,0|i00013:,,,,,,,,,,,,,,,,,,,,To Do
Change Password,NNB-5,10004,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:34 AM,16/Sep/23 8:33 PM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Change Password,To Do,,,purple,,,0|i0000v:,,,,,,,,,,,,,,,,,,,,To Do
Customized Statement,NNB-4,10003,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:34 AM,21/Sep/23 11:26 AM,21/Sep/23 8:17 PM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Customized Statement,To Do,,,purple,,,0|i0000n:,,,,,,,,,,,,,,,,,,,,To Do
Mini Statement,NNB-3,10002,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:34 AM,21/Sep/23 11:26 AM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Mini Statement,To Do,,,purple,,,0|i0000f:,,,,,,,,,,,,,,,,,,,,To Do
Fund Transfer,NNB-2,10001,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:33 AM,17/Sep/23 7:16 PM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Fund Transfer,To Do,,,purple,,,0|i00007:,,,,,,,,,,,,,,,,,,,,To Do
Balance Enquiry,NNB-1,10000,Epic,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,,,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 10:32 AM,21/Sep/23 11:25 AM,26/Sep/23 8:22 AM,,,0,,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Balance Enquiry,To Do,,,purple,,,0|hzzzzz:,,,,,,,,,,,,,,,,,,,,To Do
